trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
178,Normal,0,PredRedLPP,12,99.99104,2.600001,10,0.0894317,0.3446127
178,Normal,1,PredRedLPP,5,100.0032,2.600001,10,0.0793836,0.376107
179,Normal,0,PredRedLPP,28,99.97279,3.333334,10,0.1143562,0.3760689
179,Normal,1,PredRedLPP,13,100.0003,4.000001,10,0.05568999,0.2992832
180,Normal,0,PredRedLPP,0,99.97556,0,0,0,0
181,Normal,0,PredRedLPP,0,99.9763,0,7.142858,0,0.01948052
182,Normal,0,PredRedLPP,0,99.97745,0,10,0,0.01948052
183,Normal,0,PredRedLPP,0,99.97954,0,10,0,0.01070664
184,Normal,0,PredRedLPP,0,99.97865,2.228572,1.714286,0.008762322,0.01971523
185,Normal,0,PredRedLPP,0,99.97562,0,2,0,0.01298701
186,Normal,0,PredRedLPP,0,99.97383,0.9999996,6.428571,0.003063457,0.02219443
187,Normal,0,PredRedLPP,0,99.97691,0,2,0,0.01298701
188,Normal,0,PredRedLPP,0,99.98675,0,10,0,0.01082251
189,Normal,0,PredRedLPP,0,99.98266,0,2,0,0.0131291
190,Normal,0,PredRedLPP,0,99.98699,0,10,0,0.01082251
191,Normal,0,PredRedLPP,0,99.97985,0,9.666667,0,0.02813853
192,Normal,0,PredRedLPP,0,99.97704,0,2,0,0.007851535
193,Normal,0,PredRedLPP,1,99.98021,2.600001,10,0.02027454,0.05460853
194,Normal,0,PredRedLPP,1,99.97206,2.6,7.5,0.00278075,0.03514133
195,Normal,0,PredRedLPP,0,99.98336,0,10,0,0.01082251
196,Normal,0,PredRedLPP,0,99.97814,0,0,0,0
197,Normal,0,PredRedLPP,1,99.9741,2.6,10,0.01141649,0.05773684
198,Normal,0,PredRedLPP,1,99.98209,2.6,3.057142,0.005756929,0.01918977
199,Normal,0,PredRedLPP,0,99.97211,0,2,0,0.008752735
200,Normal,0,PredRedLPP,0,99.97357,1.857144,10,0.01130064,0.03381054
201,Normal,0,PredRedLPP,0,99.98531,0.4666662,8.333334,0.0010101,0.04004329
202,Normal,0,PredRedLPP,0,99.98501,0,1.714286,0,0.004329005
203,Normal,0,PredRedLPP,0,99.97418,2.166667,1.714286,0.002816903,0.01238198
204,Normal,0,PredRedLPP,0,99.97938,1.199999,10,0.003023756,0.03023758
205,Normal,0,PredRedLPP,0,99.98523,0,10,0,0.01082251
206,Normal,0,PredRedLPP,0,99.97905,0,7.142858,0,0.02380952
207,Normal,0,PredRedLPP,0,99.98214,0,0,0,0
208,Normal,0,PredRedLPP,1,99.97217,2.6,10,0.005508477,0.06325666
209,Normal,0,PredRedLPP,0,99.97977,0.9999996,2.571428,0.004705879,0.02047365
210,Normal,0,PredRedLPP,0,99.9875,1.199999,5.166667,0.007351347,0.1374518
211,Normal,0,PredRedLPP,1,99.96748,2.6,8,0.03764122,0.2103512
212,Normal,0,PredRedLPP,0,99.97446,1.399999,10,0.003027025,0.1544402
213,Normal,0,PredRedLPP,0,99.97383,2.600001,2,0.01156317,0.1456104
214,Normal,0,PredRedLPP,0,99.9772,0.7999998,8.333334,0.007792203,0.1350753
215,Normal,0,PredRedLPP,0,99.97181,0,8,0,0.1487324
216,Normal,0,PredRedLPP,0,99.97427,2.228572,8,0.02761496,0.1438238
217,Normal,0,PredRedLPP,1,99.9688,2.6,5,0.01631053,0.1237282
218,Normal,0,PredRedLPP,0,99.98134,1.166666,2,0.003063456,0.1425446
219,Normal,0,PredRedLPP,0,99.97344,0,4.857143,0,0.1681098
220,Normal,0,PredRedLPP,0,99.97032,1.199999,2,0.003063456,0.142232
221,Normal,0,PredRedLPP,0,99.98592,0,8.571428,0,0.1450455
222,Normal,0,PredRedLPP,1,99.9721,2.6,6.666667,0.02878463,0.165093
223,Normal,0,PredRedLPP,0,99.97083,1.399999,8.571428,0.04093813,0.1812368
224,Normal,0,PredRedLPP,0,99.98058,1.199999,4.333333,0.008216211,0.1465123
225,Normal,0,PredRedLPP,1,99.97215,2.6,8,0.007127883,0.174803
226,Normal,0,PredRedLPP,0,99.9734,0.9999996,8,0.003027025,0.1612357
227,Normal,0,PredRedLPP,0,99.96887,1.399999,8,0.01555075,0.1249615
228,Normal,0,PredRedLPP,1,99.97957,2.6,8.333334,0.01141649,0.1575557
229,Normal,0,PredRedLPP,0,99.98477,0,8,0,0.1599879
230,Normal,0,PredRedLPP,0,99.97604,1.857144,2,0.0055615,0.1197862
231,Normal,0,PredRedLPP,0,99.97074,1.199999,3,0.003451994,0.1402374
232,Normal,0,PredRedLPP,1,99.9762,2.6,8.333334,0.00576923,0.1887466
233,Normal,0,PredRedLPP,0,99.9834,0.9999996,7.666667,0.003027025,0.1802832
234,Normal,0,PredRedLPP,0,99.97923,1.299999,10,0.01139801,0.1362873
235,Normal,0,PredRedLPP,0,99.97258,1.399999,4.285714,0.005627703,0.1508968
236,Normal,0,PredRedLPP,0,99.98399,1.399999,2.142857,0.005976518,0.1323373
237,Normal,0,PredRedLPP,0,99.97486,1.199999,2,0.003030301,0.1349207
238,Normal,0,PredRedLPP,0,99.97136,1.199999,2,0.003060108,0.1434818
239,Normal,0,PredRedLPP,0,99.98165,0.7999992,2.714286,0.002188182,0.153173
240,Normal,0,PredRedLPP,4,99.97112,4,8.571428,0.0414626,0.3132786
241,Normal,0,PredRedLPP,4,99.97263,2.600001,10,0.0513821,0.3692916
