trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
148,Normal,0,None,11,99.97444,0,0,0,0
148,Normal,1,None,10,100.0026,0,0,0,0
149,Normal,0,None,12,99.99987,0,0,0,0
149,Normal,1,None,12,99.97876,0,0,0,0
150,Normal,0,S2C,0,100.0021,0,6.666667,0,0.06511791
150,Normal,1,S2C,1,99.97758,0,10,0,0.01583949
151,Normal,0,S2C,1,99.98219,0,10,0,0.07471607
151,Normal,1,S2C,0,100.003,0,10,0,0.05230125
152,Normal,0,S2C,1,99.97215,0,10,0,0.08146024
152,Normal,1,S2C,0,100.0011,0,0,0,0
153,Normal,0,S2C,1,99.9798,0,10,0,0.09733452
153,Normal,1,S2C,0,100.0038,0,5.714286,0,0.06788459
154,Normal,0,S2C,1,99.97002,0,10,0,0.09674186
154,Normal,1,S2C,0,100.0035,0,5.714286,0,0.0726817
155,Normal,0,S2C,0,100.0027,0,5.714286,0,0.07341269
155,Normal,1,S2C,1,99.98592,0,10,0,0.06547618
156,Normal,0,S2C,0,99.97932,0,10,0,0.07028265
156,Normal,1,S2C,0,100.0054,0,5.714286,0,0.06162465
157,Normal,0,S2C,2,100.0019,0,10,0,0.1132853
157,Normal,1,S2C,2,99.97933,0,10,0,0.05149331
158,Normal,0,S2C,1,99.98358,0,10,0,0.08884148
158,Normal,1,S2C,0,100.0035,0,0,0,0
159,Normal,0,S2C,16,100.0043,0,10,0,0.12749
159,Normal,1,S2C,16,99.97739,0,10,0,0.1354582
160,Normal,0,S2C,0,99.98561,0,10,0,0.04860141
160,Normal,1,S2C,0,100.0056,0,0,0,0
161,Normal,0,S2C,0,99.97062,0,5.714286,0,0.02468374
161,Normal,1,S2C,0,100.0052,0,10,0,0.05605266
162,Normal,0,S2C,0,100.0053,0,5.714286,0,0.01835424
162,Normal,1,S2C,0,99.96877,0,0,0,0
163,Normal,0,S2C,0,99.98132,0,10,0,0.01075269
163,Normal,1,S2C,0,100.0062,0,6.666667,0,0.07322068
164,Normal,0,S2C,0,99.98136,0,10,0,0.01075269
164,Normal,1,S2C,0,100.0026,0,8.333334,0,0.1541219
165,Normal,0,S2C,0,100.0019,0,5.714286,0,0.05123569
165,Normal,1,S2C,1,99.97531,0,10,0,0.04520795
166,Normal,0,S2C,0,100.0016,0,10,0,0.04961383
166,Normal,1,S2C,0,99.97633,0,10,0,0.1074114
167,Normal,0,S2C,1,99.98534,0,10,0,0.06479806
167,Normal,1,S2C,0,100.0013,0,4.285714,0,0.04118947
168,Normal,0,S2C,0,100.0018,0,10,0,0.07067668
168,Normal,1,S2C,1,99.98071,0,10,0,0.06766916
169,Normal,0,S2C,2,99.98415,0,10,0,0.101245
169,Normal,1,S2C,1,100.003,0,10,0,0.06733517
170,Normal,0,S2C,0,100.0046,0,5,0,0.07052821
170,Normal,1,S2C,1,99.97662,0,10,0,0.06752699
171,Normal,0,S2C,0,99.97607,0,10,0,0.09941877
171,Normal,1,S2C,0,100.0033,0,7.142858,0,0.0703579
172,Normal,0,S2C,0,100.0042,0,0,0,0
172,Normal,1,S2C,0,99.98125,0,5.714286,0,0.02947107
173,Normal,0,S2C,0,100.0006,0,10,0,0.01081081
173,Normal,1,S2C,0,99.97864,0,6.666667,0,0.1467182
174,Normal,0,S2C,1,99.97823,0,10,0,0.06027726
174,Normal,1,S2C,0,100.001,0,10,0,0.01054852
175,Normal,0,S2C,0,100.0003,0,4.285714,0,0.01240887
175,Normal,1,S2C,0,99.97422,0,0,0,0
176,Normal,0,S2C,1,99.98203,0,10,0,0.02116402
176,Normal,1,S2C,0,100.0035,0,5,0,0.0670194
177,Normal,0,S2C,0,99.96986,0,5.714286,0,0.06023167
177,Normal,1,S2C,0,100.0023,0,5.714286,0,0.06486487
178,Normal,0,S2C,0,99.97961,0,6.666667,0,0.07001287
178,Normal,1,S2C,0,100.0028,0,0,0,0
179,Normal,0,S2C,0,99.97432,0,10,0,0.01085776
179,Normal,1,S2C,0,100.0068,0,5.714286,0,0.04705031
180,Normal,0,ThomasAPF,1,100.0039,2.600001,8.571428,0.0719823,0.1108475
180,Normal,1,ThomasAPF,4,99.99586,2.600001,10,0.06005381,0.1899489
181,Normal,0,ThomasAPF,2,99.97702,2.600001,10,0.06674448,0.1716953
181,Normal,1,ThomasAPF,1,100.0014,2.600001,8.571428,0.08538094,0.2133689
182,Normal,0,ThomasAPF,3,99.9911,2.600001,10,0.05816557,0.2972196
182,Normal,1,ThomasAPF,3,99.9997,2.600001,10,0.05816558,0.2082668
183,Normal,0,ThomasAPF,4,99.97612,2.600001,10,0.06114224,0.2442276
183,Normal,1,ThomasAPF,1,100.0084,2.600001,10,0.07528399,0.1685064
184,Normal,0,ThomasAPF,0,100.0054,2.600001,0,0.08481811,0
184,Normal,1,ThomasAPF,1,99.99187,2.6,5.714286,0.04567129,0.07528231
185,Normal,0,ThomasAPF,0,99.99958,2.600001,6.666667,0.07569993,0.1562416
185,Normal,1,ThomasAPF,4,99.97659,2.600001,10,0.06738125,0.2144724
186,Normal,0,ThomasAPF,6,99.98982,2.600001,10,0.05646332,0.288669
186,Normal,1,ThomasAPF,5,100.0012,2.600001,10,0.05415868,0.2595164
187,Normal,0,ThomasAPF,0,99.98212,2.600001,10,0.04802958,0.04632888
187,Normal,1,ThomasAPF,0,100.0043,2.600001,10,0.08645324,0.05629838
188,Normal,0,ThomasAPF,2,100.0018,2.600001,8.571428,0.04873211,0.09975325
188,Normal,1,ThomasAPF,3,99.99249,2.6,10,0.0458655,0.2399327
189,Normal,0,ThomasAPF,1,100.0006,2.600001,10,0.06053554,0.1008925
189,Normal,1,ThomasAPF,2,99.98174,2.600001,10,0.09080332,0.1507844
190,Normal,0,ThomasAPF,0,100.0077,2.600001,10,0.08106239,0.02309469
190,Normal,1,ThomasAPF,3,99.97839,2.600001,10,0.07806008,0.1935556
191,Normal,0,ThomasAPF,4,99.97794,2.600001,10,0.0732597,0.3046567
191,Normal,1,ThomasAPF,0,100.0087,2.600001,10,0.07469615,0.1278611
192,Normal,0,ThomasAPF,7,99.98009,2.600001,10,0.06919144,0.3112541
192,Normal,1,ThomasAPF,0,100.0044,2.600001,10,0.06653023,0.07749671
