trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
302,Normal,0,ThomasAPF,8,100.0055,2.600001,2.666667,0.04463196,0.02715547
303,Normal,0,ThomasAPF,7,99.9825,2.600001,2.666667,0.04100948,0.02563718
304,Normal,0,ThomasAPF,8,99.97826,2.600001,2.666667,0.04533336,0.02581359
305,Normal,0,ThomasAPF,7,99.99429,2.600001,2.666667,0.04092342,0.07501796
306,Normal,0,ThomasAPF,8,99.98024,2.600001,2.666667,0.04482761,0.05254516
307,Normal,0,ThomasAPF,8,99.99397,2.600001,2.666667,0.04297521,0.02203857
308,Normal,0,ThomasAPF,7,99.99908,2.6,2.285714,0.0411827,0.06677733
309,Normal,0,ThomasAPF,7,99.97864,2.600001,2.666667,0.04288662,0.01947963
310,Normal,0,ThomasAPF,8,99.9893,2.600001,2.666667,0.04547327,0.02743485
311,Normal,0,ThomasAPF,8,99.97571,2.600001,2.285714,0.04257933,0.01910611
312,Normal,0,ThomasAPF,8,99.99284,2.600001,2.666667,0.04262296,0.05841794
313,Normal,0,ThomasAPF,8,99.98167,2.600001,2.666667,0.04219069,0.08358294
314,Normal,0,ThomasAPF,7,99.98866,2.600001,2.666667,0.0409664,0.08870221
315,Normal,0,ThomasAPF,8,99.98197,2.600001,2.666667,0.04297522,0.03423849
316,Normal,0,ThomasAPF,8,99.99135,2.600001,2.666667,0.0430642,0.03667555
