-3.545578, 1.603787
-3.543419, 1.712046
-3.53617, 1.811738
-3.523952, 1.910946
-3.506778, 2.009423
-3.482575, 2.114974
-3.450254, 2.227012
-3.411426, 2.336971
-3.366234, 2.444471
-3.314852, 2.549163
-3.257439, 2.65066
-3.194231, 2.748647
-3.125416, 2.842775
-3.051225, 2.932715
-2.971917, 3.018187
-2.88774, 3.098893
-2.798978, 3.174534
-2.705936, 3.244844
-2.608969, 3.309585
-2.508383, 3.368564
-2.404522, 3.421599
-2.297734, 3.468475
-2.188376, 3.509045
-2.076848, 3.543183
-1.963529, 3.570787
-1.848807, 3.59172
-1.733026, 3.605852
-1.616582, 3.61322
-1.499975, 3.613843
-1.383504, 3.607651
-1.267539, 3.59462
-1.152516, 3.574856
-1.038818, 3.548636
-0.9262638, 3.517433
-0.8148829, 3.482342
-0.712343, 3.447086
-0.6180333, 3.413274
-0.5240501, 3.378507
-0.4305085, 3.342916
-0.3373204, 3.306384
-0.2443579, 3.269163
-0.1514324, 3.231798
-0.05850405, 3.194447
0.03442004, 3.157092
0.1273415, 3.119734
0.2202673, 3.082394
0.3131678, 3.045014
0.406069, 3.007653
0.4989786, 2.970286
0.5919046, 2.932935
0.6848249, 2.895564
0.7777486, 2.858194
0.8706746, 2.820837
0.9634953, 2.783307
1.055995, 2.745058
1.148084, 2.705896
1.239819, 2.665796
1.331181, 2.624736
1.421721, 2.582108
1.511069, 2.536817
1.598973, 2.488908
1.685318, 2.438473
1.770181, 2.385427
1.853415, 2.32986
1.934936, 2.271789
2.014706, 2.211244
2.092609, 2.148347
2.168543, 2.083136
2.241926, 2.015113
2.311873, 1.943638
2.37816, 1.868775
2.440715, 1.790586
2.499245, 1.709406
2.55406, 1.625718
2.606201, 1.540247
2.659794, 1.445845
2.714081, 1.342325
2.764619, 1.237065
2.811517, 1.130016
2.85461, 1.021385
2.893799, 0.9114457
2.929039, 0.8002158
2.960403, 0.6877523
2.987864, 0.574213
3.011357, 0.4597826
3.030876, 0.3445406
3.046329, 0.2287077
3.057686, 0.1124547
3.064995, -0.004130379
3.068195, -0.1209625
3.067259, -0.2377727
3.062245, -0.3544576
3.053127, -0.4708882
3.039915, -0.5868902
3.022708, -0.7024437
3.001437, -0.8172764
2.976105, -0.9312292
2.946796, -1.044238
2.913472, -1.156084
2.876196, -1.266623
2.835209, -1.375934
2.790327, -1.483698
2.741721, -1.589829
2.689047, -1.693989
2.630875, -1.795189
2.566852, -1.89278
2.497177, -1.986386
2.422121, -2.075716
2.342328, -2.160855
2.2593, -2.242827
2.173409, -2.321798
2.08458, -2.397422
1.991903, -2.46827
1.89535, -2.533713
1.795739, -2.594383
1.694019, -2.651414
1.590343, -2.70486
1.484863, -2.754634
1.377716, -2.800687
1.268967, -2.842873
1.158834, -2.881309
1.047435, -2.915879
0.9348136, -2.946442
0.8212976, -2.973062
0.7068758, -2.995663
0.5917088, -3.014259
0.4760289, -3.028839
0.3598809, -3.039393
0.2434422, -3.045821
0.1268788, -3.048118
0.01031138, -3.046389
-0.1061391, -3.040543
-0.2222614, -3.030616
-0.3380244, -3.016551
-0.453236, -2.998462
-0.5677492, -2.976308
-0.6814333, -2.950128
-0.7941109, -2.920009
-0.9056935, -2.885939
-1.016015, -2.847907
-1.124917, -2.806009
-1.232247, -2.760355
-1.337887, -2.71096
-1.44177, -2.657845
-1.54373, -2.601123
-1.643635, -2.540843
-1.741356, -2.477115
-1.836754, -2.410002
-1.929726, -2.33958
-2.020202, -2.265885
-2.108017, -2.189054
-2.193079, -2.109196
-2.2753, -2.026417
-2.354364, -1.940689
-2.429014, -1.851059
-2.498286, -1.757239
-2.562114, -1.659606
-2.621633, -1.55931
-2.677538, -1.456968
-2.729843, -1.352733
-2.778426, -1.246717
-2.823228, -1.139044
-2.864183, -1.029854
-2.901268, -0.9192934
-2.934434, -0.807487
-2.963636, -0.6945566
-2.988814, -0.5806676
-3.009948, -0.465961
-3.027014, -0.3505699
-3.039994, -0.2346452
-3.048861, -0.1183513
-3.053578, -0.001824365
-3.054113, 0.1148234
-3.050501, 0.2314173
-3.042718, 0.3478048
-3.030725, 0.4638225
-3.014517, 0.5793307
-2.994082, 0.6941661
-2.96983, 0.8058342
-2.946347, 0.9055062
-2.917173, 1.018491
-2.884061, 1.130397
-2.847069, 1.241049
-2.806208, 1.350346
-2.761529, 1.458123
-2.713111, 1.564237
-2.660987, 1.668597
-2.604974, 1.770914
-2.543717, 1.870162
-2.476764, 1.965643
-2.404323, 2.057061
-2.326701, 2.144107
-2.244166, 2.226516
-2.157789, 2.304929
-2.068623, 2.380141
-1.976871, 2.452161
-1.882457, 2.520652
-1.784604, 2.584136
-1.683299, 2.641977
-1.579562, 2.695363
-1.47401, 2.745081
-1.366778, 2.791085
-1.258004, 2.833311
-1.147825, 2.87169
-1.036359, 2.9062
-0.9237539, 2.936782
-0.8101651, 2.963428
-0.6956931, 2.986063
-0.5804533, 3.00461
-0.4646525, 3.019116
-0.3484216, 3.029541
-0.2318837, 3.035873
-0.1151341, 3.038106
0.001595229, 3.036292
0.1182352, 3.030342
0.234534, 3.020386
0.3503937, 3.006351
0.4657351, 2.988243
0.5803741, 2.966118
0.6941772, 2.939983
0.806966, 2.909894
0.9186233, 2.875905
1.029018, 2.837952
1.138037, 2.79616
1.245505, 2.750589
1.351359, 2.701267
1.455389, 2.648284
1.557546, 2.591663
1.65766, 2.531466
1.75553, 2.467897
1.851146, 2.400892
1.944444, 2.330512
2.035156, 2.256979
2.12326, 2.180326
2.208548, 2.100634
2.290995, 2.0179
2.369601, 1.931564
2.443065, 1.840845
2.511077, 1.746031
2.573881, 1.647689
2.632814, 1.546917
2.688189, 1.444107
2.739919, 1.339452
2.787922, 1.233027
2.832179, 1.124988
2.872611, 1.015465
2.909204, 0.9045907
2.941887, 0.7925093
2.970678, 0.6793157
2.995474, 0.5651889
3.016234, 0.4502714
3.032896, 0.3347379
3.045531, 0.2186472
3.054067, 0.1022214
3.058522, -0.01443101
3.058914, -0.1311359
3.055269, -0.2478483
3.047469, -0.3643117
3.035569, -0.4804317
3.019667, -0.5961055
2.999784, -0.7111691
2.975877, -0.8255022
2.947912, -0.9388007
2.916095, -1.051144
2.880329, -1.162292
2.840598, -1.272065
2.797041, -1.380338
2.749783, -1.487085
2.698766, -1.592046
2.644017, -1.695053
2.585676, -1.796087
2.523327, -1.894703
2.455567, -1.989628
2.382388, -2.08042
2.30398, -2.166764
2.220709, -2.248419
2.133245, -2.325604
2.042917, -2.399404
1.950144, -2.470068
1.854857, -2.537333
1.756901, -2.600626
1.655589, -2.65835
1.551363, -2.710713
1.445348, -2.759172
1.33761, -2.803822
1.228412, -2.84468
1.117806, -2.881638
1.006, -2.914712
0.8930693, -2.943852
0.7791452, -2.968981
0.6643976, -2.990081
0.549065, -3.007185
0.4332291, -3.020262
0.3170485, -3.029334
0.2006313, -3.034248
0.08415165, -3.035125
-0.03235886, -3.031864
-0.1486826, -3.02453
-0.264704, -3.013065
-0.3803261, -2.997441
-0.495318, -2.9778
-0.609526, -2.954207
-0.7227977, -2.92663
-0.8350731, -2.895045
-0.9461737, -2.859518
-1.055957, -2.820122
-1.164261, -2.776903
-1.270989, -2.729899
-1.376007, -2.679187
-1.479175, -2.624855
-1.580416, -2.566928
-1.679516, -2.505439
-1.776405, -2.440517
-1.870931, -2.372278
-1.963031, -2.300739
-2.052559, -2.225978
-2.139409, -2.148134
-2.223432, -2.067303
-2.304568, -1.983542
-2.382362, -1.896643
-2.455323, -1.805664
-2.522831, -1.710603
-2.584941, -1.611871
-2.64294, -1.510664
-2.697301, -1.407474
-2.74804, -1.302413
-2.795039, -1.195615
-2.83825, -1.087224
-2.877587, -0.9774102
-2.913041, -0.8662712
-2.944562, -0.7539567
-2.972111, -0.6406023
-2.995636, -0.5263389
-3.015136, -0.4113293
-3.030553, -0.2956926
-3.041862, -0.179592
-3.049089, -0.06315257
-3.052183, 0.05345613
-3.051142, 0.1701103
-3.045985, 0.2866388
-3.036697, 0.4029407
-3.023298, 0.5188262
-3.005772, 0.6341554
-2.984172, 0.748809
-2.958478, 0.8626065
-2.928719, 0.9754289
-2.894922, 1.087102
-2.857101, 1.197469
-2.815294, 1.306361
-2.769454, 1.413631
-2.724094, 1.510685
-2.676603, 1.60937
-2.622822, 1.712894
-2.565012, 1.814199
-2.501821, 1.91221
-2.433012, 2.006391
-2.35882, 2.096372
-2.279469, 2.181864
-2.195285, 2.262614
-2.107346, 2.339275
-2.016733, 2.41272
-1.923564, 2.482924
-1.827893, 2.549669
-1.728995, 2.611521
-1.62675, 2.667719
-1.522159, 2.719422
-1.415795, 2.767384
-1.307825, 2.81159
-1.198422, 2.852059
-1.087633, 2.888639
-0.9755883, 2.921278
-0.8625321, 2.950017
-0.7485107, 2.974757
-0.6337, 2.995497
-0.5182184, 3.012201
-0.4021872, 3.024853
-0.2857781, 3.033398
-0.1691322, 3.037891
-0.05242183, 3.0383
0.06421199, 3.034642
0.1806617, 3.026839
0.2967969, 3.014923
0.412436, 2.998964
0.5274912, 2.978948
0.6418075, 2.954919
0.755136, 2.926963
0.8674228, 2.895032
0.9785417, 2.859164
1.088331, 2.819433
1.196677, 2.775868
1.303382, 2.728585
1.40841, 2.677583
1.51154, 2.622954
1.612764, 2.564646
1.711926, 2.502804
1.808732, 2.437638
1.903227, 2.369107
1.995322, 2.29723
2.084895, 2.222173
2.171685, 2.144058
2.255738, 2.062864
2.336175, 1.978139
2.411741, 1.888982
2.481887, 1.795658
2.546818, 1.698528
2.607593, 1.598864
2.664879, 1.497081
2.718555, 1.393359
2.768562, 1.28784
2.814877, 1.180615
2.857406, 1.071845
2.896138, 0.9616168
2.930946, 0.850164
2.961818, 0.7374906
2.988724, 0.6238245
3.011595, 0.5093358
3.030434, 0.3941158
3.045404, 0.2781697
3.056171, 0.1618598
3.062845, 0.04527748
3.065433, -0.0714804
3.063863, -0.1881904
3.058213, -0.3047774
3.048563, -0.4211342
3.034872, -0.5370908
3.017078, -0.6524514
2.995233, -0.7671257
2.969302, -0.8809141
2.939443, -0.9937621
2.90569, -1.105513
2.867984, -1.215958
2.826456, -1.325041
2.78125, -1.432671
2.73217, -1.538533
2.679375, -1.642575
2.623036, -1.744784
2.562953, -1.844792
2.497819, -1.941571
2.42723, -2.034451
2.351373, -2.123032
2.270499, -2.207088
2.184956, -2.286421
2.09606, -2.361956
2.004564, -2.43427
1.910536, -2.50329
1.814096, -2.568882
1.714499, -2.629499
1.611629, -2.684348
1.506475, -2.734797
1.399568, -2.781432
1.291114, -2.824291
1.181231, -2.863335
1.070037, -2.898451
0.9576377, -2.92962
0.8442069, -2.95687
0.7299674, -2.980163
0.6150255, -2.99946
0.4994812, -3.014725
0.3834237, -3.025914
0.2670437, -3.033026
0.1504842, -3.035989
0.0339446, -3.034934
-0.08246028, -3.02979
-0.1986684, -3.020468
-0.3144875, -3.007119
-0.4297815, -2.989678
-0.5444078, -2.968202
-0.6582126, -2.942743
-0.7710642, -2.913283
-0.8828073, -2.879898
-0.9933109, -2.842552
-1.10242, -2.80137
-1.210021, -2.756418
-1.316012, -2.707685
-1.4202, -2.655249
-1.522462, -2.599192
-1.622714, -2.539624
-1.720818, -2.476579
-1.816634, -2.41008
-1.910064, -2.340279
-2.001017, -2.267238
-2.089353, -2.191081
-2.174924, -2.111817
-2.257665, -2.029615
-2.337458, -1.944558
-2.413498, -1.856125
-2.484385, -1.763497
-2.549723, -1.666918
-2.609907, -1.567025
-2.666261, -1.464907
-2.718972, -1.360862
-2.768027, -1.255011
-2.813343, -1.147515
-2.854839, -1.038457
-2.892481, -0.9280392
-2.92622, -0.816364
-2.956017, -0.7035742
-2.981822, -0.5898167
-3.003591, -0.4752126
-3.021296, -0.3599066
-3.034932, -0.2440645
-3.044505, -0.1277912
-3.04996, -0.0112528
-3.05131, 0.1053879
-3.048552, 0.2220253
-3.04165, 0.3384714
-3.030669, 0.4545979
-3.015586, 0.5702594
-2.99642, 0.685313
-2.973209, 0.7996321
-2.94597, 0.9130456
-2.914719, 1.025443
-2.879511, 1.136669
-2.840369, 1.246563
-2.797347, 1.354993
-2.750463, 1.461814
-2.699814, 1.566882
-2.645443, 1.670086
-2.587399, 1.771268
-2.525648, 1.870242
-2.45926, 1.966141
-2.386998, 2.057677
-2.321579, 2.133303
-2.242509, 2.219033
-2.159096, 2.300552
-2.071105, 2.377107
-1.978786, 2.448393
-1.882745, 2.514601
-1.784116, 2.576931
-1.683396, 2.635816
-1.580681, 2.691146
-1.476097, 2.742863
-1.369767, 2.790881
-1.261806, 2.835135
-1.152381, 2.875618
-1.041618, 2.912261
-0.9296212, 2.944954
-0.8165408, 2.973703
-0.7025218, 2.998486
-0.5876783, 3.019228
-0.472167, 3.035919
-0.3561498, 3.048569
-0.2397679, 3.057096
-0.123178, 3.061596
-0.006456576, 3.061973
0.1102279, 3.058253
0.2266829, 3.050466
0.3428412, 3.038595
0.4585073, 3.022653
0.5735827, 3.002651
0.6878609, 2.97864
0.801147, 2.950736
0.9134194, 2.918856
1.024601, 2.882996
1.134375, 2.843315
1.235064, 2.803015
1.326719, 2.762962
1.4172, 2.720069
1.50635, 2.674495
1.594092, 2.626272
1.680336, 2.575475
1.764982, 2.522121
1.848021, 2.466251
1.929381, 2.407888
2.008911, 2.347131
2.08659, 2.284006
2.162276, 2.218465
2.235112, 2.149754
2.30441, 2.077557
2.37002, 2.002003
2.431686, 1.9233
2.489887, 1.841835
2.545428, 1.758561
2.59845, 1.673664
2.648846, 1.587256
2.696685, 1.499321
2.741834, 1.410007
2.784357, 1.319339
2.824133, 1.227408
2.861095, 1.134324
2.89521, 1.040187
2.926504, 0.9450863
2.95491, 0.8490737
2.980349, 0.752341
3.002992, 0.6548141
3.022664, 0.5566573
3.039381, 0.4579639
3.053175, 0.3587564
3.063917, 0.259214
3.071665, 0.1594213
3.076355, 0.05950147
3.078068, -0.0405491
3.076759, -0.1406172
3.072468, -0.2405923
3.065253, -0.3404583
3.055096, -0.4401065
3.041796, -0.5392007
3.025577, -0.6379185
3.006407, -0.7361579
2.984265, -0.8337269
2.959225, -0.9306202
2.931235, -1.026655
2.900387, -1.121793
2.866741, -1.216005
2.830299, -1.309201
2.791007, -1.401233
2.748994, -1.492025
2.704319, -1.581541
2.656928, -1.669644
2.60696, -1.756328
2.554369, -1.841421
2.499046, -1.924714
2.440027, -2.005442
2.377122, -2.083188
2.310412, -2.157679
2.240075, -2.228688
2.166331, -2.296171
2.089916, -2.360586
2.011488, -2.422599
1.93126, -2.482276
1.849244, -2.539442
1.765446, -2.593974
1.679423, -2.644957
1.591027, -2.691659
1.50084, -2.734762
1.40933, -2.775061
1.31661, -2.812535
1.222892, -2.847262
1.128152, -2.879158
1.032584, -2.908257
0.9361044, -2.934465
0.8388979, -2.957718
0.7410889, -2.97807
0.6426253, -2.995386
0.5437768, -3.009812
0.4445114, -3.021259
0.3449276, -3.029691
0.2451441, -3.035165
0.1452918, -3.037684
0.04542365, -3.037188
-0.05437369, -3.033646
-0.1540524, -3.027084
-0.2535205, -3.017544
-0.352704, -3.004964
-0.4514185, -2.989427
